	OverallCond	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	ExterQual	ExterCond	Heating	HeatingQC	CentralAir	Electrical	KitchenQual	Functional	Fireplaces	GarageQual	GarageCond	Utilities	SalePrice
723	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	135000
724	5	CompShg	CemntBd	CmentBd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	320000
725	6	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	2	6	0	4	4	0	120500
726	9	CompShg	Wd Sdng	Plywood	BrkFace	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	222000
727	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	194500
728	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	110000
729	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	FuseA	3	6	0	4	4	0	103000
730	5	CompShg	CemntBd	CmentBd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	236500
731	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	187500
732	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	222500
733	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	131400
734	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	108000
735	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasW	1	0	SBrkr	3	6	2	4	4	0	163000
736	4	CompShg	Stucco	Stone	None	3	4	GasA	2	0	FuseF	3	6	0	4	4	0	93500
737	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	239900
738	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	179000
739	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	190000
740	7	CompShg	Wd Sdng	Wd Shng	None	3	2	GasA	0	1	SBrkr	3	6	0	4	2	0	132000
741	8	CompShg	HdBoard	HdBoard	None	3	2	GasA	2	1	SBrkr	2	6	0	4	4	0	142000
742	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	179000
743	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	0	1	SBrkr	3	3	1	4	4	0	175000
744	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	180000
745	9	CompShg	VinylSd	VinylSd	BrkFace	0	2	GasA	0	1	SBrkr	2	6	2	4	4	0	299800
746	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	236000
747	7	CompShg	Stucco	Stucco	None	2	4	GasW	4	0	SBrkr	2	6	1	4	4	0	265979
748	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	260400
749	3	CompShg	WdShing	Wd Shng	None	3	4	Wall	4	0	FuseF	3	4	0	4	4	0	98000
750	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	SBrkr	3	3	0	5	5	0	96500
751	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	162000
752	5	CompShg	VinylSd	VinylSd	None	3	2	GasA	0	1	SBrkr	2	6	0	4	4	0	217000
753	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	2	1	SBrkr	0	6	1	4	4	0	275500
754	8	CompShg	Plywood	Plywood	None	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	156000
755	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	172500
756	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	212000
757	5	CompShg	HdBoard	HdBoard	BrkCmn	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	158900
758	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	179400
759	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	290000
760	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	0	0	0	0	127500
761	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	1	2	0	4	4	0	100000
762	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	215200
763	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	337000
764	5	CompShg	BrkFace	BrkFace	None	2	2	GasA	0	1	SBrkr	0	6	1	4	4	0	270000
765	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	264132
766	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	196500
767	7	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	4	0	4	4	0	160000
768	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	216837
769	5	CompShg	CemntBd	Wd Shng	BrkFace	0	4	GasA	0	1	SBrkr	0	4	1	4	4	0	538000
770	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	134900
771	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	FuseF	3	6	0	4	4	0	102000
772	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	107000
773	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	FuseA	3	6	0	4	4	0	114500
774	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	395000
775	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	162000
776	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	221500
777	5	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	142500
778	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	144000
779	5	CompShg	Plywood	ImStucc	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	135000
780	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	176000
781	5	CompShg	VinylSd	VinylSd	None	2	2	GasA	0	1	SBrkr	2	6	0	4	4	0	175900
782	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	187100
783	6	CompShg	Plywood	Plywood	BrkFace	3	2	GasA	0	1	SBrkr	2	6	1	4	4	0	165500
784	6	CompShg	Wd Sdng	Wd Shng	None	3	4	GasA	0	1	SBrkr	3	6	1	5	5	0	128000
785	5	CompShg	BrkFace	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	161500
786	6	CompShg	MetalSd	MetalSd	None	3	2	GasA	4	1	SBrkr	3	6	0	4	4	0	139000
787	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	233000
788	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	1	4	0	107900
789	8	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	187500
790	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	160200
791	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	146800
792	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	3	6	1	4	4	0	269790
793	5	CompShg	CemntBd	CmentBd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	225000
794	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	194500
795	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	171000
796	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	143500
797	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	110000
798	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	2	4	4	0	485000
799	7	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	0	1	SBrkr	2	6	2	4	4	0	175000
800	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	200000
801	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	FuseA	3	6	0	4	4	0	109900
802	5	CompShg	WdShing	Wd Shng	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	189000
803	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	582933
804	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	2	0	4	4	0	118000
805	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	0	4	4	0	227680
806	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	135500
807	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	223500
808	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	159950
809	5	CompShg	AsbShng	AsbShng	None	3	4	GasA	4	0	FuseA	3	6	0	1	3	0	106000
810	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	1	1	SBrkr	2	6	1	4	4	0	181000
811	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	144500
813	6	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	157900
814	7	CompShg	Stucco	Stucco	None	3	4	GasW	2	1	SBrkr	1	6	0	4	4	0	116000
815	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	224900
816	6	CompShg	BrkFace	BrkFace	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	137000
817	5	CompShg	CemntBd	CmentBd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	2	4	4	0	271000
818	7	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	155000
819	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	224000
820	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	183000
821	4	CompShg	MetalSd	MetalSd	None	1	4	GasA	4	0	SBrkr	3	3	0	4	4	0	93000
822	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	225000
823	7	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	139500
824	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	232600
825	5	CompShg	CemntBd	CmentBd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	385000
826	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	2	6	0	5	5	0	109500
827	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	189000
828	5	Tar&Grv	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	3	0	4	4	0	185000
829	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	147400
830	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	FuseA	3	6	2	4	4	0	166000
831	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	151000
832	6	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	237000
833	6	CompShg	HdBoard	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	167000
834	6	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	139950
835	7	CompShg	VinylSd	HdBoard	None	3	4	GasA	4	1	SBrkr	2	3	0	4	4	0	128000
836	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	3	0	4	4	0	153500
837	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	100000
838	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	144000
839	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	130500
840	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	0	SBrkr	1	6	0	4	4	0	140000
841	8	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	2	6	1	2	4	0	157500
842	7	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	2	2	0	174900
843	4	CompShg	BrkFace	BrkFace	None	3	4	GasA	0	0	SBrkr	3	6	0	5	5	0	141000
844	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	153900
845	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	3	2	4	4	0	171000
846	5	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	213000
847	6	CompShg	HdBoard	Plywood	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	133500
848	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	1	1	4	0	240000
849	7	CompShg	Plywood	Plywood	BrkFace	2	2	GasA	0	1	SBrkr	3	6	1	4	4	0	187000
850	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	131500
851	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	215000
852	5	CompShg	MetalSd	MetalSd	None	3	2	GasA	2	1	SBrkr	3	6	2	4	4	0	164000
853	6	CompShg	MetalSd	HdBoard	BrkFace	3	2	GasA	4	1	SBrkr	3	6	1	4	4	0	158000
854	4	CompShg	Wd Sdng	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	170000
855	8	CompShg	HdBoard	HdBoard	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	127000
856	6	CompShg	Plywood	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	1	0	147000
857	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	174000
858	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	152000
859	7	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	2	6	1	4	4	0	250000
860	8	CompShg	Wd Sdng	Wd Sdng	None	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	189950
861	4	CompShg	Plywood	HdBoard	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	131500
862	5	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	152000
863	5	CompShg	BrkFace	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	132500
864	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	250580
865	6	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	148500
866	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	248900
867	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	1	6	0	4	4	0	129000
868	6	CompShg	Plywood	Plywood	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	169000
869	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	236000
870	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	0	SBrkr	3	6	0	4	4	0	109500
871	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	200500
872	7	CompShg	WdShing	Wd Shng	None	2	4	GasA	2	1	SBrkr	2	6	0	4	4	0	116000
873	7	CompShg	HdBoard	HdBoard	None	2	4	GasA	2	1	SBrkr	3	6	1	4	4	0	133000
874	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	66500
875	5	CompShg	CemntBd	CmentBd	None	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	303477
876	5	CompShg	HdBoard	Plywood	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	132250
877	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	350000
878	7	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	2	3	0	4	4	0	148000
879	8	CompShg	VinylSd	VinylSd	BrkFace	2	2	GasA	0	1	SBrkr	3	6	0	4	4	0	136500
880	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	157000
881	5	CompShg	HdBoard	HdBoard	BrkFace	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	187500
882	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	178000
883	5	CompShg	Wd Sdng	Wd Sdng	None	2	4	GasA	4	0	SBrkr	3	6	0	4	2	0	118500
884	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	100000
885	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	328900
886	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	145000
887	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	4	1	SBrkr	3	6	0	4	4	0	135500
888	6	Tar&Grv	Wd Sdng	Wd Sdng	None	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	268000
889	4	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	149500
890	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	3	6	1	4	4	0	122900
891	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	172500
892	8	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	154500
893	5	CompShg	Wd Sdng	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	165000
894	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	118858
895	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	140000
896	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	0	SBrkr	3	6	0	4	4	0	106500
897	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	142953
898	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	2	4	4	0	611657
899	7	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	135000
900	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	110000
901	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	4	1	SBrkr	3	6	0	4	4	0	153000
902	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	180000
903	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	240000
904	6	CompShg	HdBoard	Wd Sdng	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	125500
905	5	CompShg	HdBoard	HdBoard	Stone	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	128000
906	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	255000
907	7	CompShg	BrkFace	BrkFace	None	2	4	GasA	2	1	SBrkr	2	6	1	1	4	0	250000
908	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	131000
909	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	174000
910	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	FuseA	3	6	0	4	4	0	154300
911	7	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	2	6	0	4	4	0	143500
912	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	0	SBrkr	3	2	0	4	4	0	88000
913	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	0	FuseA	3	6	0	4	4	0	145000
914	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	173733
915	5	CompShg	CemntBd	CmentBd	BrkFace	3	4	GasA	1	1	SBrkr	3	6	0	4	4	0	75000
917	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	FuseA	3	6	0	4	4	0	135000
918	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	238000
919	8	CompShg	MetalSd	MetalSd	None	0	4	GasA	0	1	SBrkr	3	2	1	4	4	0	176500
920	5	CompShg	HdBoard	HdBoard	BrkFace	2	2	GasA	0	1	SBrkr	2	6	0	4	4	0	201000
921	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	3	6	0	5	5	0	145900
922	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	169990
923	5	CompShg	Plywood	Plywood	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	193000
924	6	CompShg	Plywood	Plywood	BrkFace	3	2	GasA	4	1	SBrkr	3	6	1	4	4	0	207500
925	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	0	6	0	4	4	0	175000
926	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	285000
927	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	176000
928	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	236500
929	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	222000
930	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	201000
931	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	117500
932	5	CompShg	VinylSd	ImStucc	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	320000
933	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	190000
934	7	Tar&Grv	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	242000
935	5	CompShg	MetalSd	MetalSd	BrkFace	3	2	GasA	2	1	SBrkr	3	6	0	4	4	0	79900
936	5	CompShg	VinylSd	VinylSd	Zero	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	184900
937	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	253000
938	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	239799
939	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	3	6	2	4	4	0	244400
940	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	150900
941	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	214000
942	3	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	150000
943	4	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	143000
944	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	FuseA	2	6	1	4	4	1	137500
945	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	124900
946	6	CompShg	HdBoard	HdBoard	BrkFace	3	2	GasA	4	1	SBrkr	3	6	1	4	4	0	143000
947	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	270000
948	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	192500
949	7	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	2	6	1	4	4	0	197500
950	8	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	129000
951	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	119900
952	8	CompShg	WdShing	HdBoard	None	3	2	GasA	2	1	SBrkr	3	6	0	4	4	0	133900
953	4	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	0	1	SBrkr	3	3	1	4	4	0	172000
954	5	Tar&Grv	WdShing	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	127500
955	6	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	0	FuseF	3	6	0	4	4	0	145000
956	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	124000
957	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	132000
958	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	185000
959	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	155000
960	7	CompShg	Wd Sdng	Plywood	None	3	2	GasA	2	1	SBrkr	3	6	0	5	5	0	116500
961	7	CompShg	HdBoard	HdBoard	BrkFace	3	2	GasA	4	1	SBrkr	3	6	1	4	4	0	272000
962	6	CompShg	Plywood	Brk Cmn	None	3	4	GasA	4	1	SBrkr	2	6	1	4	4	0	155000
963	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	0	6	0	4	4	0	239000
964	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	214900
965	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	178900
